CG_ID	MMP1	MMP2	MMH11	MMH12	log2_P_ratio	log2_H_ratio	perc_cis	FBgn_ID	Gene_name	tau	Age_classification	HK_bin	min	class	pvalsPar1.adj	pvalsHyb1.adj
CG10080	218	274	251	241	-0.3298477581836	0.0586542177208105	13.1171654462134	FBgn0034641	mahj	0.316	Eukaryota	non_HKs	0	non_TS_non_HK	0.043687805161679	0.932017505564746
CG10082	99	189	125	163	-0.932885804141463	-0.38294386956899	41.0493833081118	FBgn0034644	CG10082	0.309	Eukaryota	non_HKs	0	non_TS_non_HK	1.19267506369673e-06	0.19123468399051
CG10083	86	102	88	100	-0.246160587269398	-0.184424571137427	74.9204302700146	FBgn0036372	Abp1	0.271	Eukaryota	non_HKs	0	non_TS_non_HK	0.455023098443887	0.758787640398173
CG10084	71	106	88	89	-0.578173335058517	-0.0163018123291005	2.81953721152682	FBgn0002044	swm	0.268	Bilateria	HK	6.540143767	non_TS_HK	0.0362093880024249	1
CG1009	447	528	450	525	-0.240263098175136	-0.222392421336448	92.5620384593304	FBgn0261243	Psa	0.436	Cellular_Organisms	HK	7.607337678	non_TS_HK	0.0361458984985886	0.138521662363029
CG10091	36	119	28	127	-1.72489276186563	-2.18132976471456	82.6960818347658	FBgn0038020	GstD9	0.508	Cellular_Organisms	non_HKs	0	non_TS_non_HK	2.05993208673887e-10	4.00912676613391e-14
CG10103	151	151	146	156	0	-0.0955776599822311	50	FBgn0035715	CG10103	0.324	Eukaryota	non_HKs	0	non_TS_non_HK	1	0.89139595350831
CG10107	281	385	353	313	-0.454288315361338	0.173505526338562	21.653021736844	FBgn0035713	velo	0.465	Eukaryota	non_HKs	0	non_TS_non_HK	0.000404593696616682	0.453382447914738
CG10110	89	64	81	72	0.475733430966398	0.169925001442312	35.7185327709951	FBgn0024698	Cpsf160	0.354	Eukaryota	non_HKs	0	non_TS_non_HK	0.131870701095303	0.834103780213128
CG10116	24	43	33	34	-0.841302253980942	-0.043068721891886	5.11929234565698	FBgn0036367	CG10116	0.798	Pan-drosophilid	non_HKs	0	TS	0.079595663274495	1
CG10117	201	222	195	228	-0.143364175171177	-0.225559700415131	73.2919156553964	FBgn0265974	ttv	0.461	Eukaryota	HK	1.703266077	non_TS_HK	0.513641134750338	0.431596878540997
CG10120	866	567	756	677	0.611018289784496	0.159230400646076	26.059841956979	FBgn0002719	Men	0.314	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	5.29350369654159e-14	0.226849745092464
CG10121	63	71	64	70	-0.172467196004766	-0.129283016944966	74.9609316669091	FBgn0035710	SP1173	0.472	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.713302500295289	0.921321969120244
CG10122	154	206	173	187	-0.419713986488317	-0.112266232250912	26.7482704568	FBgn0019938	RpI1	0.315	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0262222586185648	0.818708922135749
CG10128	45	63	54	54	-0.485426827170242	0	0	FBgn0003742	tra2	0.497	Eukaryota	non_HKs	0	non_TS_non_HK	0.220810804576887	1
CG10130	106	120	123	103	-0.178970141045319	0.256013978156021	37.0498817775498	FBgn0010638	Sec61beta	0.291	Eukaryota	non_HKs	0	non_TS_non_HK	0.572818482935352	0.566962438494454
CG10144	70	77	75	72	-0.137503523749935	0.0588936890535686	23.0692471314708	FBgn0035704	CG10144	0.424	Eukaryota	non_HKs	0	non_TS_non_HK	0.769529596953221	1
CG10155	39	48	32	55	-0.299560281858908	-0.78135971352466	61.8575827519244	FBgn0020767	Spred	0.253	Bilateria	non_HKs	0	non_TS_non_HK	0.57662262080825	0.138592440767571
CG10165	36	41	37	40	-0.187627003175771	-0.112474729258412	59.9459178874401	FBgn0032801	CG10165	0.552	Eukaryota	non_HKs	0	non_TS_non_HK	0.790461625949629	0.987272206847529
CG10166	41	25	37	29	0.713695814843359	0.351472370501378	49.2468027963032	FBgn0032799	CG10166	0.355	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.154774915662935	0.737069056631712
CG10171	104	142	139	107	-0.44930740136359	0.377474086322361	31.3450146687679	FBgn0036353	CG10171	0.534	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.0576198843356557	0.252331790722826
CG10173	93	80	77	96	0.217230716220669	-0.318175960026255	37.2753552503646	FBgn0035696	Best2	0.683	Bilateria	non_HKs	0	TS	0.545378403266607	0.521287338205367
CG10184	22	21	25	18	0.067114195858537	0.473931188332412	53.8100672428921	FBgn0039094	CG10184	0.647	Cellular_Organisms	non_HKs	0	TS	1	0.713874187659313
CG10188	113	176	149	140	-0.639252656222109	0.0898855035171951	10.9747138635535	FBgn0032796	CG10188	0.383	Bilateria	non_HKs	0	non_TS_non_HK	0.00139145372799558	0.906071668856243
CG10192	74	203	125	152	-1.45588255155623	-0.282143228781499	19.3795322624005	FBgn0260634	eIF4G2	0.576	Bilateria	non_HKs	0	non_TS_non_HK	8.57583310357791e-14	0.428098301621341
CG10195	26	28	26	28	-0.106915203916512	-0.106915203916512	100	FBgn0032787	CG10195	0.399	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.965730311627405	1
CG10198	132	178	173	137	-0.431339311607944	0.336596144676198	30.4741072490405	FBgn0039120	Nup98-96	0.282	Eukaryota	non_HKs	0	non_TS_non_HK	0.0363874796420472	0.248066469305807
CG10208	22	78	38	62	-1.82597060022495	-0.70626879694329	38.6790891844743	FBgn0039118	CG10208	0.543	Cellular_Organisms	non_HKs	0	non_TS_non_HK	1.73326101491464e-07	0.154984059202577
CG1021	45	31	34	42	0.5376567859428	-0.304854581528421	26.5699519664337	FBgn0037443	Dmtn	0.43	Bilateria	non_HKs	0	non_TS_non_HK	0.274313550323167	0.7586374014272
CG10210	111	131	123	119	-0.239007135187344	0.0476967420312965	14.2633533808282	FBgn0039117	tst	0.273	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.391113868601979	0.998392367652439
CG10214	60	50	50	60	0.263034405833794	-0.263034405833794	33.3333333333333	FBgn0039115	CG10214	0.466	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.57662262080825	0.737069056631712
CG10217	165	200	181	184	-0.277533975528909	-0.0237160689738075	8.54528492542604	FBgn0039113	CG10217	0.334	Bilateria	non_HKs	0	non_TS_non_HK	0.17559173395454	1
CG10219	25	28	25	28	-0.163498732282879	-0.163498732282879	100	FBgn0039112	SdhD	0.365	Eukaryota	non_HKs	0	non_TS_non_HK	0.891028711841695	0.974494344677877
CG10221	233	188	199	222	0.309597292976643	-0.157791245806457	25.2393390982804	FBgn0028475	Hrd3	0.409	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.0904209364914096	0.651323813160568
CG10225	110	151	122	139	-0.457045025800419	-0.188203735160621	41.1783794892027	FBgn0039110	RanBP3	0.438	Bilateria	non_HKs	0	non_TS_non_HK	0.0438617611864122	0.681915240433872
CG10228	183	318	238	263	-0.797183117000313	-0.144101225984359	18.0763017820286	FBgn0264962	Pcf11	0.208	Bilateria	non_HKs	0	non_TS_non_HK	2.06789710541622e-08	0.651323813160568
CG10229	36	42	45	33	-0.222392421336448	0.447458976971221	40.0478673492611	FBgn0040208	Kat60	0.3	Diptera	non_HKs	0	non_TS_non_HK	0.732166923164227	0.572564823819561
CG10230	315	279	302	292	0.175086706558091	0.0485801804450616	27.7463557342906	FBgn0028691	Rpn9	0.287	Eukaryota	non_HKs	0	non_TS_non_HK	0.295416164405531	0.944897961902488
CG10234	98	103	116	85	-0.0717906830680101	0.44859005898987	46.2955187612267	FBgn0024230	Hs2st	0.355	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.888915535853184	0.21002671418984
CG10236	34	145	103	76	-2.09244624876459	0.438573013739633	14.7687956103647	FBgn0002526	LanA	0.322	Eukaryota	HK	0.855819095	non_TS_HK	3.60979782684415e-16	0.260924016949689
CG10237	748	563	690	621	0.409903347807407	0.15200309344505	37.0826669892115	FBgn0032783	CG10237	0.618	Diptera	non_HKs	0	TS	3.23970914136511e-06	0.286141656575479
CG1024	37	31	34	34	0.255257055242075	0	0	FBgn0027514	CG1024	0.618	Pan-drosophilid	non_HKs	0	TS	0.712598247262668	1
CG10249	47	76	61	62	-0.693338661765948	-0.0234589728239889	3.38347969291636	FBgn0027596	Kank	0.613	Bilateria	non_HKs	0	TS	0.0383356986015533	1
CG10254	165	156	167	154	0.0809199953835675	0.116917751779151	76.4590545293487	FBgn0027512	CG10254	0.535	Eukaryota	non_HKs	0	non_TS_non_HK	0.795512480378562	0.823542792212468
CG10255	62	64	59	67	-0.0458036896131248	-0.183446141095931	57.1325625811345	FBgn0033984	Lap1	0.336	Diptera	non_HKs	0	non_TS_non_HK	0.984707870942316	0.844701074624411
CG10260	41	234	125	150	-2.51281271496532	-0.263034405833794	10.4677282261135	FBgn0267350	PI4KIIIalpha	0.292	Eukaryota	non_HKs	0	non_TS_non_HK	2.77864682863626e-32	0.479320114947784
CG10263	48	63	70	41	-0.39231742277876	0.771731012326883	39.8666807497336	FBgn0032812	Hakai	0.524	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.341742258615692	0.0726421663853196
CG10265	25	21	17	29	0.251538766995964	-0.770518153877233	42.9838707862491	FBgn0033990	CG10265	0.558	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.796832908274711	0.398492459765768
CG10269	115	115	119	111	0	0.100401896957837	50	FBgn0022935	D19A	0.554	Diptera	non_HKs	0	non_TS_non_HK	1	0.91026817149464
CG10270	76	103	95	84	-0.438573013739633	0.177538185552188	22.3698510882211	FBgn0022699	D19B	0.364	Diptera	non_HKs	0	non_TS_non_HK	0.131425488702582	0.789516395532826
CG10274	32	65	44	53	-1.02236781302845	-0.268488835925902	26.2614718992948	FBgn0035690	CG10274	0.618	Diptera	non_HKs	0	TS	0.00499251612515052	0.755112291315015
CG10281	126	110	116	120	0.195920209975257	-0.0489096004809464	16.6506769809692	FBgn0010282	TfIIFalpha	0.442	Bilateria	non_HKs	0	non_TS_non_HK	0.511754297596089	0.997268604751608
CG10283	23	47	29	41	-1.03102689562062	-0.499571009490512	48.4537320619358	FBgn0032681	CG10283	0.571	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.0214531456839739	0.544213361622588
CG10289	176	208	204	180	-0.241008099503795	0.180572245641821	29.9877885447086	FBgn0035688	CG10289	0.159	Eukaryota	non_HKs	0	non_TS_non_HK	0.24040815011415	0.600636649626112
CG10293	55	74	58	71	-0.42809365210429	-0.29176612437711	68.154742062382	FBgn0264491	how	0.299	Bilateria	non_HKs	0	non_TS_non_HK	0.239630771763597	0.656654144902868
CG10306	467	394	445	416	0.245226920253286	0.0972218077126681	39.6456504906767	FBgn0034654	CG10306	0.245	Eukaryota	non_HKs	0	non_TS_non_HK	0.0465837985928552	0.698738956336596
CG10309	28	23	25	26	0.283792966000591	-0.0565835283663674	14.2542133025772	FBgn0038418	pad	0.552	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.733832707877759	1
CG1031	44	74	48	70	-0.750021746991652	-0.54432051622381	72.5739644759752	FBgn0015568	alpha-Est1	0.486	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0268358169507987	0.264168284907261
CG10318	50	57	51	56	-0.189033824390017	-0.134929580086109	71.3785379529327	FBgn0034650	NC2alpha	0.576	Eukaryota	non_HKs	0	non_TS_non_HK	0.725556342105111	0.940147312501594
CG10320	246	239	247	238	0.0416476973584912	0.0535494682767343	81.8158203501876	FBgn0034645	ND-B12	0.38	Bilateria	non_HKs	0	non_TS_non_HK	0.891332152953725	0.945930210997494
CG10321	246	266	244	268	-0.11276793016195	-0.135351852894886	85.7005655348439	FBgn0034643	CG10321	0.233	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.586583148158964	0.673791252989125
CG10326	88	46	65	69	0.935869662580284	-0.0861566437497146	7.77458665498483	FBgn0038453	CG10326	0.343	Bilateria	non_HKs	0	non_TS_non_HK	0.00190585299398347	0.97846468084886
CG10327	43	61	53	51	-0.504472582860788	0.0554951125917037	9.01681009256349	FBgn0025790	TBPH	0.266	Diptera	non_HKs	0	non_TS_non_HK	0.211486404523713	1
CG10333	58	40	58	40	0.53605290024021	0.53605290024021	100	FBgn0032690	CG10333	0.305	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.194595799597291	0.354014717489912
CG10334	51	62	61	52	-0.28177096841538	0.230297619421794	31.022104342831	FBgn0005672	spi	0.273	Diptera	non_HKs	0	non_TS_non_HK	0.529168628298138	0.786826029223008
CG10335	99	119	95	123	-0.265461143228334	-0.372658897008292	77.6604630562342	FBgn0036271	Pbgs	0.338	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.361270034450917	0.306788372720442
CG10338	28	31	27	32	-0.146841388329271	-0.245112497836531	71.3815373228133	FBgn0032700	CG10338	0.264	Eukaryota	non_HKs	0	non_TS_non_HK	0.897217198724274	0.889607138548202
CG10340	98	81	89	90	0.274859841230584	-0.0161196653632769	5.24900971257805	FBgn0022344	CG10340	0.309	Eukaryota	non_HKs	0	non_TS_non_HK	0.404507701243467	1
CG10341	42	24	31	35	0.807354922057604	-0.175086706558091	15.1259110673783	FBgn0032701	CG10341	0.305	Eukaryota	non_HKs	0	non_TS_non_HK	0.0985030137714034	0.944897961902488
CG10343	92	71	71	92	0.373814836552331	-0.373814836552331	33.3333333333333	FBgn0032703	CG10343	0.435	Bilateria	non_HKs	0	non_TS_non_HK	0.246652984991206	0.426499077089799
CG10347	47	77	56	68	-0.712197689017264	-0.280107919192735	39.3300797674935	FBgn0030342	CG10347	0.468	Eukaryota	non_HKs	0	non_TS_non_HK	0.0317366585167915	0.682261707863344
CG10354	171	126	201	96	0.440572591385981	1.06608919045777	63.0223186191774	FBgn0031868	Rat1	0.393	Eukaryota	non_HKs	0	non_TS_non_HK	0.036517188446586	7.02408493620334e-08
CG10360	419	610	613	416	-0.541858998750897	0.559303545549689	33.6835271113619	FBgn0003231	ref(2)P	0.311	Bilateria	non_HKs	0	non_TS_non_HK	3.34909191067008e-08	5.89332300113034e-08
CG10363	75	140	117	98	-0.900464326449086	0.255654875468196	18.1087668036556	FBgn0041180	Tep4	0.31	Bilateria	non_HKs	0	non_TS_non_HK	8.06955042442644e-05	0.579610579606156
CG10365	60	39	54	45	0.62148837674627	0.263034405833794	42.3233025227084	FBgn0039109	CG10365	0.558	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.116043125245088	0.7586374014272
CG10366	118	100	131	87	0.238786859587116	0.590479505688722	62.6721459095013	FBgn0032814	CG10366	0.548	Diptera	non_HKs	0	non_TS_non_HK	0.427084527629808	0.0428215712154557
CG10367	68	88	80	76	-0.371968777386958	0.0740005814437768	14.231703741318	FBgn0263782	Hmgcr	0.503	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.262660996085496	0.984625624596444
CG10370	504	295	403	396	0.772708779250713	0.0252794084483578	3.27153115470889	FBgn0028684	Rpt5	0.264	Eukaryota	non_HKs	0	non_TS_non_HK	2.32625395149853e-12	0.991470065051963
CG10371	24	21	26	19	0.192645077942396	0.452512204697507	63.5212427871519	FBgn0039111	Plip	0.272	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.881519237811601	0.71936574353195
CG10372	199	220	249	170	-0.144735092981011	0.550610995930379	44.1918106674039	FBgn0025608	Faf2	0.43	Eukaryota	non_HKs	0	non_TS_non_HK	0.511463212463594	0.00314680016881157
CG10373	304	220	316	208	0.466567799918926	0.603341030036011	81.5199844833698	FBgn0032704	Jwa	0.286	Bilateria	non_HKs	0	non_TS_non_HK	0.00153126213996293	0.000111534320239791
CG10379	438	664	499	603	-0.600252371745751	-0.273118186562824	45.5005593344842	FBgn0015513	mbc	0.325	Diptera	HK	4.036555096	non_TS_HK	1.49399494085049e-10	0.0266018008622798
CG10383	77	73	80	70	0.0769619818148841	0.192645077942396	62.4805302089316	FBgn0032699	CG10383	0.451	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.904438962768379	0.795020355408484
CG10385	155	114	154	115	0.443234391109496	0.421296489750526	95.0504965772049	FBgn0005617	msl-1	0.37	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.0479512370889394	0.150848935845278
CG10413	269	298	309	258	-0.147706157905537	0.26023577248112	38.9470901773891	FBgn0032689	CG10413	0.515	Eukaryota	non_HKs	0	non_TS_non_HK	0.415105339639134	0.215078599378373
CG10415	97	112	111	98	-0.207442079870476	0.179706022234898	31.7023400763022	FBgn0015828	TfIIEalpha	0.363	Eukaryota	non_HKs	0	non_TS_non_HK	0.515491310183584	0.750437196853319
CG10417	201	121	192	130	0.732188453904334	0.562594687692702	76.8374159265572	FBgn0033021	CG10417	0.225	Eukaryota	HK	22.36316494	non_TS_HK	7.18944272473102e-05	0.0111733438432845
CG10420	51	59	51	59	-0.210217707390346	-0.210217707390346	100	FBgn0039296	CG10420	0.487	Eukaryota	non_HKs	0	non_TS_non_HK	0.678758141511754	0.823542792212468
CG10423	207	141	194	154	0.553935605100532	0.333126301492226	60.1380915804769	FBgn0039300	RpS27	0.141	Cellular_Organisms	HK	77.85694461	non_TS_HK	0.00244431436947602	0.217887979282994
CG10425	147	68	125	90	1.11220950358602	0.473931188332412	42.6116830331288	FBgn0039304	CG10425	0.381	Cellular_Organisms	non_HKs	0	non_TS_non_HK	7.43410452873058e-07	0.150675278333645
CG10426	29	22	33	18	0.398549376490275	0.874469117916141	64.7568374003201	FBgn0036273	CG10426	0.466	Bilateria	non_HKs	0	non_TS_non_HK	0.586583148158964	0.255436545505898
CG10433	108	128	120	116	-0.245112497836531	0.0489096004809465	14.2621987562881	FBgn0034638	CG10433	0.584	Diptera	non_HKs	0	non_TS_non_HK	0.38492147536262	0.997268604751608
CG10435	29	36	30	35	-0.31194400631474	-0.222392421336448	71.2924168551141	FBgn0037539	CG10435	0.361	Diptera	non_HKs	0	non_TS_non_HK	0.638694711765985	0.89943459324201
CG10443	35	84	60	59	-1.26303440583379	0.0242475462466772	1.84879915225734	FBgn0000464	Lar	0.722	Eukaryota	non_HKs	0	TS	6.16734085675809e-05	1
CG10444	169	187	151	205	-0.146015023605452	-0.441075360180367	59.9176703594903	FBgn0034494	CG10444	0.458	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.552605905263806	0.0543810191070539
CG10449	78	114	107	85	-0.547487795302493	0.332076050263445	27.4071571435121	FBgn0002022	Catsup	0.257	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0385021421750361	0.452460170526528
CG10460	57	58	57	58	-0.0250909809628305	-0.0250909809628305	100	FBgn0034443	cer	0.515	Bilateria	non_HKs	0	non_TS_non_HK	1	1
CG10462	102	91	117	76	0.164630701772799	0.622437206139819	57.6200722194234	FBgn0032815	CG10462	0.36	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.649965341979171	0.0462716158416297
CG10463	33	52	38	47	-0.656045598782639	-0.306661338234052	46.7439060338327	FBgn0032819	CG10463	0.36	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.128869790935779	0.732318633195318
CG10473	240	220	234	226	0.125530882083859	0.0501857571682169	39.9788134482247	FBgn0263198	Acn	0.298	Bilateria	non_HKs	0	non_TS_non_HK	0.561135868628539	0.958976304350014
CG10480	108	106	113	101	0.0269670476002694	0.161967479663393	54.5403975539795	FBgn0002638	Rcc1	0.368	Eukaryota	non_HKs	0	non_TS_non_HK	0.994496908036659	0.78699509334927
CG1049	249	387	299	337	-0.636187824076329	-0.172603106983753	27.1308409956373	FBgn0041342	Cct1	0.334	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	5.01349861931596e-07	0.469868645357709
CG10492	156	217	195	178	-0.476149013582231	0.131596882783213	17.7991706275599	FBgn0032748	CG10492	0.54	Bilateria	non_HKs	0	non_TS_non_HK	0.00826876253859552	0.751033387596
CG10494	81	98	96	83	-0.274859841230583	0.209923069374231	30.2175417261506	FBgn0034634	CG10494	0.47	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.404507701243467	0.717971922694501
CG10496	56	46	59	43	0.283792966000591	0.456378294659743	72.560364024161	FBgn0034631	TAF1C-like	0.34	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.557914118598539	0.460632153878321
CG10506	219	314	266	267	-0.519833689290454	-0.00541349618636435	1.0413900249046	FBgn0027090	Aats-gln	0.25	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.000291049055239954	1
CG10513	49	61	65	45	-0.316027493447678	0.53051471669878	38.5252567527589	FBgn0039311	CG10513	0.804	Pan-drosophilid	non_HKs	0	TS	0.479513461637454	0.312959164147012
CG10516	40	35	36	39	0.192645077942396	-0.115477217419936	27.2609419830215	FBgn0036549	CG10516	0.496	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.787772336852287	0.987014330294825
CG10527	385	518	451	452	-0.42809365210429	-0.00319533915980668	0.746411245319809	FBgn0034583	CG10527	0.409	Diptera	non_HKs	0	non_TS_non_HK	7.94396653087764e-05	1
CG10528	48	61	62	47	-0.34577483684173	0.399607458709238	34.9005270328755	FBgn0004811	fs(2)ltoPP43	0.426	Eukaryota	non_HKs	0	non_TS_non_HK	0.42780493534277	0.531574601172772
CG10535	88	78	86	80	0.174029399775049	0.104336659814736	59.9534676035207	FBgn0037926	Elp1	0.34	Eukaryota	non_HKs	0	non_TS_non_HK	0.660109369996307	0.939543769464288
CG10538	84	240	167	157	-1.51457317282976	0.0890835435824252	5.26268239066453	FBgn0032821	CdGAPr	0.499	Bilateria	non_HKs	0	non_TS_non_HK	3.66395886958053e-17	0.89850553109975
CG10539	349	429	381	397	-0.297750611289893	-0.0593480096496358	19.9321201701426	FBgn0283472	S6k	0.314	Eukaryota	non_HKs	0	non_TS_non_HK	0.0181677192835562	0.881632208364526
CG10540	255	202	244	213	0.336141954107063	0.196027717337048	58.3169446544635	FBgn0034577	cpa	0.277	Eukaryota	non_HKs	0	non_TS_non_HK	0.0487603661103089	0.502280644361841
CG10542	171	133	148	156	0.362570079384708	-0.0759488532332986	14.7626061965423	FBgn0086694	Bre1	0.388	Bilateria	non_HKs	0	non_TS_non_HK	0.0941113074668565	0.933580303007999
CG10543	39	143	96	86	-1.87446911791614	0.158697746019058	7.2403078775185	FBgn0034570	CG10543	0.319	Pan-drosophilid	non_HKs	0	non_TS_non_HK	7.00298711039837e-14	0.823542792212468
CG10545	218	258	226	250	-0.243042930646328	-0.145605322246899	59.9093015623572	FBgn0001105	Gbeta13F	0.203	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	HK	30.06717262	non_TS_HK	0.173159315299613	0.656727435459815
CG10555	38	148	97	89	-1.96152585218536	0.12417941122073	5.61927111611377	FBgn0030034	CG10555	0.375	Bilateria	non_HKs	0	non_TS_non_HK	3.22881664455919e-15	0.892251332194145
CG10561	69	69	76	62	0	0.29373120305671	50	FBgn0002036	CG10561	0.682	Pan-drosophilid	non_HKs	0	TS	1	0.634035051484409
CG10563	39	30	34	35	0.37851162325373	-0.0418201756946271	9.04900941447529	FBgn0086445	l(2)37Cd	0.421	Eukaryota	non_HKs	0	non_TS_non_HK	0.516970194592705	1
CG10565	126	118	129	115	0.0946368741380753	0.165737204478879	69.979281200112	FBgn0037051	CG10565	0.363	Eukaryota	non_HKs	0	non_TS_non_HK	0.794547774750672	0.749345054740987
CG10570	125	178	156	147	-0.509949146304311	0.085729874025884	12.5812672443757	FBgn0040992	CG10570	0.944	Pan-drosophilid	non_HKs	0	TS	0.0116839827092469	0.911248579742852
CG10574	163	142	175	130	0.198981034726396	0.428843298803874	65.1039436995188	FBgn0028429	I-2	0.549	Eukaryota	non_HKs	0	non_TS_non_HK	0.429902851159881	0.10098496942635
CG10575	147	119	151	115	0.304854581528421	0.392914688380704	81.691326089213	FBgn0035632	Ppat-Dpck	0.317	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.215724305129656	0.19986937562919
CG10576	987	863	940	910	0.193689525277443	0.0467942114789412	24.1593918989232	FBgn0035630	CG10576	0.239	Eukaryota	non_HKs	0	non_TS_non_HK	0.0169119828798755	0.823115350870233
